Nr wiersza,Nr zamówienia,Data zamówienia,Priorytet zamówienia,Wielkość zamówienia,Data wysyłki,Rodzaj transportu,Rodzaj opakowania,Segment rynku,Region,Województwo,Miasto,Kod pocztowy,Nr klienta,Kategoria produktu,Podkategoria produktu,Nazwa produktu,Sprzedaż,Cena jednostkowa,Rabat procentowy,Marża podstawowa,Koszt dostawy,Zysk,Miesiąc wysyłki
22233,PL-2013-088399,41625,wysoki,13,41627,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Męcinka,72-022,K01014,artykuły biurowe,segregatory,"Fellowes Twister Kit, Gray/Clear, 3/pkg",373.625,28.14,0.05,0.4,31.29,-439.7554,12
22234,PL-2011-087888,40551,nieokreślony,6,40552,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,podkarpackie,Pysznica,29-577,K02099,artykuły biurowe,przyrządy,Acco 6 Outlet Guardian Premium Surge Suppressor,296.065,50.96,0.07,0.58,12.25,-159.348,1
22235,PL-2012-086438,41137,niski,3,41144,lotniczy ekspresowy,duże pudełko,korporacja,południowo-zachodni,dolnośląskie,Kąty Wrocławskie,10-605,K00608,urządzenia techniczne,kopiarki i faksy,Canon PC1060 Personal Laser Copier,7000.91,2449.965,0.09,0.41,85.715,-660.4416,8
22236,PL-2013-087346,41492,niski,12,41497,lądowy,wielkie pudło,mała firma,wschodni,lubelskie,Firlej,19-057,K01699,meble,stoły,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,9245.705,765.625,0.08,0.77,243.74,-962.1486875,8
22237,PL-2014-088201,41807,nieokreślony,14,41809,lotniczy standardowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Stanisławów,48-195,K00619,meble,wyposażenie wnętrza,12-1/2 Diameter Round Wall Clock,980.175,69.93,0.06,0.49,36.715,124.866,6
22238,PL-2014-090403,41985,średni,4,41986,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,lubuskie,Bledzew,48-329,K02158,artykuły biurowe,segregatory,Round Ring Binders,28.84,7.28,0.1,0.38,5.215,-8.019732,12
22239,PL-2012-090390,41255,średni,2,41257,lądowy,kontener,korporacja,północno-zachodni,wielkopolskie,Słupca,48-185,K02159,meble,krzesła,"Metal Folding Chairs, Beige, 4/Carton",243.075,118.79,0.09,0.58,67.165,-155.12,12
22240,PL-2012-090390,41255,średni,23,41258,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Słupca,48-185,K02159,meble,wyposażenie wnętrza,9-3/4 Diameter Round Wall Clock,1112.475,48.265,0.03,0.43,30.73,-29.645,12
22241,PL-2012-090195,41186,krytyczny,14,41187,lotniczy standardowy,małe pudełko,biuro w domu,centralny,mazowieckie,Garbatka-Letnisko,08-109,K00010,artykuły biurowe,koperty,Park Ridge™ Embossed Executive Business Envelopes,724.325,54.495,0.06,0.38,4.865,499.78425,10
22242,PL-2013-086852,41303,nieokreślony,9,41305,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,podlaskie,Przytuły,07-712,K01861,artykuły biurowe,segregatory,GBC Standard Therm-A-Bind Covers,805.56,87.22,0.02,0.39,45.43,88.76686,1
22243,PL-2011-089522,40652,niski,8,40659,lotniczy standardowy,średnie pudełko,biuro w domu,centralny,mazowieckie,Mińsk Mazowiecki,37-918,K00152,meble,wyposażenie wnętrza,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,2337.44,278.32,0.01,0.74,168.7,-142.394,4
22244,PL-2014-091240,41836,niski,16,41836,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Miłkowice,45-040,K02041,urządzenia techniczne,telefony,600 Series Non-Flip,2132.97,160.965,0.1,0.57,17.465,1356.965568,7
22245,PL-2014-086482,41797,średni,7,41798,lotniczy standardowy,woreczek foliowy,mała firma,północno-zachodni,zachodniopomorskie,Nowogard,97-005,K03031,artykuły biurowe,papier,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",183.05,25.9,0.05,0.4,5.985,126.3045,6
22246,PL-2011-085898,40820,niski,17,40827,lotniczy ekspresowy,małe pudełko,biuro w domu,centralny,mazowieckie,Pomiechówek,72-450,K01918,artykuły biurowe,segregatory,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",588.14,36.54,0.1,0.39,20.125,440.034,10
22247,PL-2011-091432,40600,średni,6,40602,lotniczy standardowy,małe pudełko,biuro w domu,centralny,mazowieckie,Stare Babice,04-210,K00622,urządzenia techniczne,telefony,T28 WORLD,3321.395,685.965,0.06,0.6,31.465,1223.145,2
22248,PL-2011-091432,40600,średni,5,40601,lotniczy standardowy,woreczek foliowy,biuro w domu,północny,kujawsko-pomorskie,Gostycyn,06-111,K00621,artykuły biurowe,papier,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",110.11,24.08,0.1,0.39,7,64.47,2
22249,PL-2012-090305,41034,krytyczny,16,41036,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Pilawa,46-544,K01510,artykuły biurowe,przyrządy,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",3099.495,210.77,0.09,0.57,12.25,2138.65155,5
2225,PL-2014-016098,41841,niski,43,41845,lotniczy standardowy,małe opakowanie,biuro w domu,południowo-zachodni,dolnośląskie,Wrocław,77-070,K02567,meble,wyposażenie wnętrza,"GE 4 Foot Flourescent Tube, 40 Watt",2332.4,52.43,0.06,0.39,31.465,177.065,7
22250,PL-2012-090305,41034,krytyczny,8,41036,lotniczy standardowy,duże pudełko,korporacja,centralny,mazowieckie,Pilawa,46-544,K01510,urządzenia techniczne,kopiarki i faksy,Canon PC-428 Personal Copier,5657.015,699.965,0.07,0.46,85.715,1193.08,5
22251,PL-2013-088653,41512,niski,22,41516,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Chlewiska,08-021,K00586,urządzenia techniczne,telefony,Accessory35,2543.975,125.965,0,0.55,3.85,1755.34275,8
22252,PL-2013-088653,41512,niski,17,41516,lądowy,wielkie pudło,korporacja,centralny,łódzkie,Kodrąb,07-031,K00587,meble,stoły,Hon 94000 Series Round Tables,13398.525,1036.63,0.1,0.76,189.42,-1302.716335,8
22253,PL-2011-086814,40816,niski,23,40825,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Stronie Śląskie,35-601,K01527,urządzenia techniczne,telefony,8860,4606.105,230.965,0.03,0.56,18.41,-182.868,10
22254,PL-2013-089122,41615,krytyczny,13,41615,lotniczy standardowy,małe pudełko,korporacja,wschodni,podkarpackie,Roźwienica,07-506,K01165,artykuły biurowe,przyrządy,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,2571.625,213.395,0.1,0.56,15.75,1706.04,12
22255,PL-2013-089122,41615,krytyczny,20,41616,lądowy,wielkie pudło,korporacja,północno-zachodni,wielkopolskie,Kwilcz,08-052,K01166,urządzenia techniczne,urządzenia biurowe,Panasonic KX-P3626 Dot Matrix Printer,35071.68,1811.18,0.06,0.59,58.205,24199.4592,12
22256,PL-2012-091331,40989,średni,4,40990,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Ujście,75-098,K01372,artykuły biurowe,segregatory,Wilson Jones Easy Flow II™ Sheet Lifters,28.35,6.3,0.08,0.37,16.765,-207.1265,3
22257,PL-2014-089808,41755,średni,5,41757,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,podkarpackie,Laszki,48-183,K03195,urządzenia techniczne,telefony,StarTAC 6500,1686.685,440.965,0.1,0.59,30.8,17.136,4
22258,PL-2014-086443,41668,średni,8,41670,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Piaseczno,10-701,K00609,artykuły biurowe,teczki,Fellowes Staxonsteel® Drawer Files,5155.08,676.095,0.06,0.71,69.965,980.9814,1
22259,PL-2011-086050,40574,niski,11,40574,lądowy,kontener,biuro w domu,północno-zachodni,wielkopolskie,Kamieniec,55-429,K02202,meble,krzesła,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,5723.83,563.43,0.09,0.62,105,1250.998,1
2226,PL-2014-016098,41841,niski,62,41843,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Wrocław,77-070,K02567,artykuły biurowe,segregatory,Large Capacity Hanging Post Binders,4941.65,87.325,0.09,0.39,10.465,1167.36025,7
22260,PL-2011-086050,40574,niski,10,40574,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,wielkopolskie,Kamieniec,55-429,K02202,artykuły biurowe,etykiety,Avery 51,204.68,22.05,0.09,0.39,1.75,141.2292,1
22261,PL-2011-086050,40574,niski,8,40581,lotniczy standardowy,woreczek foliowy,biuro w domu,północno-zachodni,wielkopolskie,Kamieniec,55-429,K02202,artykuły biurowe,papier,Rediform S.O.S. Phone Message Books,140.175,17.43,0,0.36,2.8,96.72075,2
22262,PL-2014-090371,41780,krytyczny,16,41781,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,lubuskie,Jasień,84-107,K00499,urządzenia techniczne,akcesoria komputerowe,"Fellowes Internet Keyboard, Platinum",1815.835,106.47,0,0.74,30.275,-213.43,5
22263,PL-2014-090371,41780,krytyczny,9,41782,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,lubuskie,Wschowa,84-404,K00500,artykuły biurowe,etykiety,Avery 478,146.58,17.185,0.08,0.36,1.75,101.1402,5
22264,PL-2014-091434,41780,krytyczny,3,41782,lotniczy standardowy,duże pudełko,korporacja,południowy,małopolskie,Alwernia,27-502,K00794,urządzenia techniczne,urządzenia biurowe,Polycom ViewStation™ ISDN Videoconferencing Unit,54262.95,23740.57,0.09,0.39,85.715,-3354.393,5
22265,PL-2013-090712,41357,krytyczny,4,41358,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Przedbórz,43-017,K01036,artykuły biurowe,papier,Xerox 1961,82.705,17.43,0,0.38,26.39,-195.195,3
22266,PL-2013-090712,41357,krytyczny,6,41358,lotniczy standardowy,małe opakowanie,biuro w domu,centralny,łódzkie,Przedbórz,43-017,K01036,artykuły biurowe,nożyczki i linijki,Acme® Elite Stainless Steel Scissors,174.23,29.19,0.03,0.59,9.24,-4.305,3
22267,PL-2012-089851,41151,wysoki,1,41153,lotniczy standardowy,małe opakowanie,korporacja,północny,warmińsko-mazurskie,Budry,46-307,K00696,meble,wyposażenie wnętrza,Aluminum Document Frame,50.4,42.77,0.1,0.55,9.975,-13.4498,9
22268,PL-2012-089506,40989,krytyczny,3,40990,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Nowe Warpno,40-475,K02347,artykuły biurowe,przyrządy,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,620.865,209.93,0.07,0.57,13.965,-471.478,3
22269,PL-2012-089506,40989,krytyczny,11,40990,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,zachodniopomorskie,Nowe Warpno,40-475,K02347,urządzenia techniczne,akcesoria komputerowe,"Memorex 4.7GB DVD+RW, 3/Pack",1118.39,99.68,0,0.4,6.965,-505.827,3
22270,PL-2014-088680,41762,niski,7,41766,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Raba Wyżna,37-211,K00666,artykuły biurowe,segregatory,Cardinal Poly Pocket Divider Pockets for Ring Binders,87.535,11.76,0.03,0.4,21.945,186.4107,5
22271,PL-2014-089570,41930,średni,20,41932,lotniczy standardowy,małe pudełko,korporacja,północny,warmińsko-mazurskie,Ostróda,97-405,K03239,artykuły biurowe,papier,Xerox 193,429.695,20.93,0.07,0.36,18.025,-200.795,10
22272,PL-2014-086922,41830,wysoki,14,41832,lotniczy ekspresowy,małe pudełko,biuro w domu,centralny,mazowieckie,Somianka,84-663,K01183,artykuły biurowe,segregatory,"Angle-D Binders with Locking Rings, Label Holders",364.525,25.55,0.05,0.38,27.02,-513.324672,7
22273,PL-2014-086922,41830,wysoki,8,41831,lotniczy standardowy,małe pudełko,biuro w domu,centralny,mazowieckie,Somianka,84-663,K01183,artykuły biurowe,teczki,Fellowes Super Stor/Drawer® Files,4180.785,565.425,0.09,0.66,69.965,844.27168,7
22274,PL-2014-090529,41757,niski,2,41762,lądowy,wielkie pudło,biuro w domu,północny,warmińsko-mazurskie,Stare Juchy,39-208,K01815,meble,stoły,Bretford CR8500 Series Meeting Room Furniture,2789.045,1403.43,0.05,0.71,148.82,27.909,5
22275,PL-2011-087772,40650,niski,10,40650,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Ropa,30-605,K02593,artykuły biurowe,teczki,Smead Adjustable Mobile File Trolley with Lockable Top,15240.925,1467.165,0.02,0.58,69.965,-138.621,4
22276,PL-2012-090324,41069,średni,6,41069,lotniczy ekspresowy,małe opakowanie,biuro w domu,południowy,śląskie,Imielin,53-545,K02450,artykuły biurowe,nożyczki i linijki,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",313.005,48.65,0,0.56,26.565,-100.184,6
22277,PL-2014-086365,41827,niski,11,41832,lotniczy ekspresowy,małe pudełko,korporacja,wschodni,podkarpackie,Sanok,78-521,K00914,artykuły biurowe,segregatory,Avery Binder Labels,155.54,13.615,0.09,0.37,24.535,-485.610132,7
22278,PL-2014-088792,41866,krytyczny,3,41867,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,lubelskie,Miączyn,55-372,K01707,artykuły biurowe,segregatory,GBC DocuBind 200 Manual Binding Machine,4241.265,1473.43,0.05,0.35,69.965,1598.953258,8
22279,PL-2014-087738,41998,nieokreślony,23,42000,lotniczy standardowy,woreczek foliowy,korporacja,północny,pomorskie,Gdańsk,85-023,K00746,artykuły biurowe,akcesoria piśmiennicze,SANFORD Major Accent™ Highlighters,532.455,24.78,0.1,0.47,8.225,168.48832,12
22280,PL-2013-089421,41311,krytyczny,10,41313,lotniczy ekspresowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Połczyn-Zdrój,72-032,K03073,artykuły biurowe,segregatory,Premium Transparent Presentation Covers by GBC,727.685,73.43,0.03,0.37,30.905,2755.2798,2
22281,PL-2013-089421,41311,krytyczny,9,41313,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Połczyn-Zdrój,72-032,K03073,artykuły biurowe,papier,Xerox 1947,193.13,20.93,0.06,0.4,18.725,4363.611,2
22282,PL-2014-086325,41942,wysoki,8,41944,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,podlaskie,Dąbrowa Białostocka,46-016,K00594,artykuły biurowe,koperty,Wausau Papers Astrobrights® Colored Envelopes,161.105,20.93,0.1,0.36,8.75,19.81,11
22283,PL-2014-086325,41942,wysoki,17,41944,lotniczy standardowy,woreczek foliowy,osoba fizyczna,wschodni,podlaskie,Dąbrowa Białostocka,46-016,K00594,artykuły biurowe,akcesoria piśmiennicze,Newell 312,359.905,20.44,0.01,0.55,4.2,148.19,11
22284,PL-2013-091441,41604,wysoki,24,41605,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Węgorzyno,54-401,K03358,artykuły biurowe,segregatory,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",1294.125,53.27,0.03,0.36,34.055,20.06865,11
22285,PL-2013-091441,41604,wysoki,20,41605,lotniczy ekspresowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Węgorzyno,54-401,K03358,artykuły biurowe,koperty,#10 Self-Seal White Envelopes,798.35,38.815,0.04,0.36,18.375,212.135,11
22286,PL-2013-091441,41604,wysoki,38,41606,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Węgorzyno,54-401,K03358,artykuły biurowe,papier,Xerox 188,1519.245,39.69,0.05,0.36,17.535,632.863,11
22287,PL-2013-091441,41604,wysoki,8,41606,lądowy,wielkie pudło,biuro w domu,południowo-zachodni,dolnośląskie,Nowogrodziec,53-213,K03359,meble,szafki,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,5278.63,633.43,0.04,0.74,82.53,57.967,11
22288,PL-2011-086459,40600,krytyczny,5,40601,lotniczy standardowy,woreczek foliowy,biuro w domu,wschodni,świętokrzyskie,Kluczewsko,42-420,K00907,urządzenia techniczne,telefony,Accessory41,530.6,125.965,0.09,0.38,20.965,400.10775,2
22289,PL-2013-085931,41481,średni,11,41483,lotniczy ekspresowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Osina,38-401,K02848,urządzenia techniczne,akcesoria komputerowe,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",2147.6,195.79,0.04,0.74,14,-457.709,7
22290,PL-2013-090840,41456,niski,11,41458,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Niepołomice,80-538,K00290,artykuły biurowe,papier,Xerox 1905,255.29,22.68,0.02,0.37,33.39,-676.865,7
22291,PL-2011-086507,40557,nieokreślony,4,40557,lądowy,kontener,mała firma,centralny,mazowieckie,Kałuszyn,38-138,K03225,artykuły biurowe,przyrządy,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2690.835,728.56,0.1,0.58,238.07,-481.327,1
22292,PL-2011-086507,40557,nieokreślony,2,40558,lotniczy standardowy,małe pudełko,mała firma,północny,kujawsko-pomorskie,Pakość,37-075,K03226,artykuły biurowe,koperty,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,641.865,316.68,0.07,0.4,69.965,-41.356,1
22293,PL-2011-086507,40557,nieokreślony,1,40559,lotniczy ekspresowy,małe opakowanie,mała firma,północny,kujawsko-pomorskie,Pakość,37-075,K03226,meble,wyposażenie wnętrza,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",45.15,33.18,0.01,0.45,25.515,836.2683,1
22294,PL-2011-086507,40557,nieokreślony,4,40558,lotniczy standardowy,woreczek foliowy,mała firma,północny,kujawsko-pomorskie,Pakość,37-075,K03226,artykuły biurowe,akcesoria piśmiennicze,Newell 336,62.615,14.98,0.02,0.56,3.29,-367.941,1
22295,PL-2013-089492,41480,krytyczny,7,41482,lotniczy ekspresowy,małe pudełko,mała firma,południowy,śląskie,Mierzęcice,25-801,K01677,meble,wyposażenie wnętrza,"Eldon® Image Series Desk Accessories, Burgundy",119.63,14.63,0.04,0.49,24.22,-315.245,7
22296,PL-2013-089492,41480,krytyczny,14,41483,lotniczy standardowy,małe opakowanie,mała firma,południowy,śląskie,Mierzęcice,25-801,K01677,artykuły biurowe,akcesoria piśmiennicze,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,1683.15,121.03,0.06,0.56,31.465,618.205,7
22297,PL-2014-089619,41856,wysoki,9,41858,lotniczy standardowy,woreczek foliowy,osoba fizyczna,północny,kujawsko-pomorskie,Nakło nad Notecią,54-302,K02333,meble,wyposażenie wnętrza,"Master Caster Door Stop, Brown",162.785,17.78,0.07,0.51,7.105,110.37516,8
22298,PL-2014-089619,41856,wysoki,21,41857,lotniczy standardowy,małe pudełko,osoba fizyczna,północny,kujawsko-pomorskie,Nakło nad Notecią,54-302,K02333,artykuły biurowe,teczki,Eldon® Gobal File Keepers,1119.72,52.99,0.03,0.81,15.855,-142.10784,8
22299,PL-2014-089162,41680,nieokreślony,6,41682,lotniczy standardowy,woreczek foliowy,korporacja,północno-zachodni,wielkopolskie,Brudzew,05-701,K02299,artykuły biurowe,papier,Wirebound Voice Message Log Book,96.705,16.66,0.05,0.39,3.08,66.72645,2
22300,PL-2012-090176,40947,krytyczny,9,40947,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Sobienie-Jeziory,22-601,K02635,artykuły biurowe,segregatory,GBC ProClick Spines for 32-Hole Punch,407.75,43.855,0.04,0.38,25.095,61.467,2
22301,PL-2012-090176,40947,krytyczny,6,40949,lotniczy ekspresowy,duże pudełko,korporacja,centralny,mazowieckie,Sobienie-Jeziory,22-601,K02635,meble,wyposażenie wnętrza,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,2125.445,368.515,0.06,0.79,35.42,-5608.883,2
22302,PL-2013-089227,41389,krytyczny,6,41390,lotniczy ekspresowy,woreczek foliowy,korporacja,północno-zachodni,zachodniopomorskie,Darłowo,35-244,K02454,artykuły biurowe,akcesoria piśmiennicze,Peel-Off® China Markers,201.635,34.755,0.1,0.43,3.815,1507.1616,4
22303,PL-2013-091445,41404,wysoki,2,41405,lotniczy ekspresowy,małe pudełko,korporacja,wschodni,podlaskie,Tykocin,27-587,K02623,urządzenia techniczne,akcesoria komputerowe,"Fellowes Mobile Numeric Keypad, Graphite",318.955,151.27,0.06,0.66,58.485,-357.014,5
22304,PL-2013-091445,41404,wysoki,3,41406,lotniczy standardowy,małe opakowanie,korporacja,wschodni,podlaskie,Tykocin,27-587,K02623,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",235.795,77.84,0.01,0.43,6.965,-195.608,5
22305,PL-2013-091341,41359,średni,10,41360,lotniczy standardowy,duże pudełko,korporacja,północno-zachodni,wielkopolskie,Tuliszków,60-544,K00642,urządzenia techniczne,kopiarki i faksy,Sharp AL-1530CS Digital Copier,17387.65,1749.965,0.08,0.36,85.715,11997.4785,3
22306,PL-2013-091341,41359,średni,12,41361,lotniczy standardowy,duże pudełko,korporacja,północno-zachodni,wielkopolskie,Tuliszków,60-544,K00642,artykuły biurowe,teczki,"SAFCO Commercial Wire Shelving, Black",5765.655,483.49,0.05,NA,122.5,-3298.75,3
22307,PL-2013-088876,41530,krytyczny,22,41532,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,podkarpackie,Wielkie Oczy,66-801,K01938,urządzenia techniczne,telefony,Accessory4,5333.125,300.965,0.08,0.85,3.465,-372.7955,9
22308,PL-2014-088926,41887,krytyczny,8,41890,lotniczy standardowy,duże pudełko,mała firma,południowy,śląskie,Knurów,66-212,K00197,meble,stoły,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",1725.99,249.795,0.02,0.68,241.5,-2083.77792,9
22309,PL-2014-087810,41909,niski,3,41916,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Tarnów,90-805,K00402,artykuły biurowe,segregatory,Binder Posts,68.81,20.09,0.07,0.39,17.535,-55.35985,10
22310,PL-2014-087810,41909,niski,19,41916,lotniczy ekspresowy,małe opakowanie,mała firma,południowy,małopolskie,Tarnów,90-805,K00402,urządzenia techniczne,akcesoria komputerowe,"Memorex 80 Minute CD-R Spindle, 100/Pack",3058.16,153.93,0.01,0.44,6.965,2110.1304,10
22311,PL-2014-087810,41909,niski,14,41914,lotniczy ekspresowy,duże pudełko,mała firma,południowy,małopolskie,Koszyce,04-901,K00404,meble,wyposażenie wnętrza,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",4353.545,334.11,0.09,0.56,63.455,2483.271,10
22312,PL-2014-089016,42001,średni,20,42002,lądowy,kontener,mała firma,południowy,małopolskie,Limanowa,14-225,K01027,urządzenia techniczne,kopiarki i faksy,Canon PC940 Copier,29558.935,1574.965,0.08,0.38,171.5,20395.66515,12
22313,PL-2011-087079,40872,średni,30,40873,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,lubelskie,Milejów,44-145,K01472,artykuły biurowe,przyrządy,Fellowes Mighty 8 Compact Surge Protector,2175.46,70.945,0.05,0.57,13.965,1082.389,11
22314,PL-2014-086506,41845,średni,10,41847,lotniczy ekspresowy,małe pudełko,mała firma,centralny,mazowieckie,Gąbin,44-903,K01908,artykuły biurowe,przyrządy,Fellowes 8 Outlet Superior Workstation Surge Protector,1457.855,145.985,0.07,0.56,15.75,1005.91995,7
22315,PL-2012-090846,41238,niski,17,41242,lotniczy standardowy,duże pudełko,biuro w domu,południowy,małopolskie,Zakliczyn,03-038,K00943,meble,stoły,Hon 2111 Invitation™ Series Corner Table,12221.79,732.795,0.09,0.79,241.5,354.1891353,11
22316,PL-2012-090260,41269,średni,2,41269,lotniczy ekspresowy,woreczek foliowy,biuro w domu,północny,kujawsko-pomorskie,Kcynia,97-224,K00756,artykuły biurowe,akcesoria piśmiennicze,Avery Hi-Liter® Fluorescent Desk Style Markers,29.855,11.83,0.08,0.48,2.975,11.55,12
22317,PL-2012-090260,41269,średni,19,41270,lotniczy standardowy,małe opakowanie,biuro w domu,północny,kujawsko-pomorskie,Kcynia,97-224,K00756,artykuły biurowe,akcesoria piśmiennicze,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",724.395,40.81,0.1,0.58,27.825,-321.5625,12
22318,PL-2011-086011,40671,nieokreślony,1,40673,lotniczy standardowy,małe pudełko,korporacja,centralny,łódzkie,Budziszewice,95-032,K00453,meble,wyposażenie wnętrza,"Seth Thomas 14"" Putty-Colored Wall Clock",113.4,102.69,0.03,0.54,27.545,-144.62,5
22319,PL-2014-087304,41766,średni,3,41768,lądowy,wielkie pudło,mała firma,północny,pomorskie,Smołdzino,12-306,K03252,meble,szafki,"Hon Metal Bookcases, Black",742.665,248.43,0.06,0.6,93.59,-447.79,5
22320,PL-2014-087304,41766,średni,16,41767,lotniczy standardowy,woreczek foliowy,mała firma,północny,pomorskie,Smołdzino,12-306,K03252,artykuły biurowe,akcesoria piśmiennicze,Turquoise Lead Holder with Pocket Clip,391.58,23.45,0.02,0.52,5.46,270.1902,5
22321,PL-2011-091285,40727,wysoki,2,40729,lotniczy standardowy,małe pudełko,biuro w domu,północny,kujawsko-pomorskie,Łabiszyn,55-410,K02458,artykuły biurowe,papier,Xerox 227,55.825,22.68,0.03,0.37,30.555,-122.64,7
22322,PL-2014-091289,41823,wysoki,13,41826,lotniczy standardowy,woreczek foliowy,biuro w domu,południowo-zachodni,opolskie,Jemielnica,55-432,K02459,artykuły biurowe,akcesoria piśmiennicze,Peel-Off® China Markers,446.705,34.755,0.07,0.43,3.815,308.22645,7
22323,PL-2014-087691,41836,średni,8,41836,lotniczy standardowy,woreczek foliowy,mała firma,wschodni,świętokrzyskie,Chęciny,88-201,K02702,artykuły biurowe,akcesoria piśmiennicze,Prang Drawing Pencil Set,80.255,9.73,0.01,0.45,4.69,2.89408,7
22324,PL-2014-087691,41836,średni,1,41837,lotniczy standardowy,małe pudełko,mała firma,wschodni,świętokrzyskie,Chęciny,88-201,K02702,artykuły biurowe,teczki,"Decoflex Hanging Personal Folder File, Blue",63.63,53.97,0.06,0.58,37.38,-116.85912,7
22325,PL-2013-087401,41544,wysoki,21,41545,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Szczawno-Zdrój,58-201,K02912,urządzenia techniczne,telefony,2180,11071.935,615.965,0.05,0.57,31.465,6427.6065,9
22326,PL-2013-089263,41373,krytyczny,6,41374,lotniczy ekspresowy,woreczek foliowy,mała firma,centralny,mazowieckie,Piastów,79-605,K00825,artykuły biurowe,akcesoria piśmiennicze,Newell 327,48.02,7.735,0.1,0.58,3.92,-23.975,4
22327,PL-2013-089792,41395,średni,5,41397,lądowy,wielkie pudło,korporacja,wschodni,podlaskie,Grajewo,94-704,K03048,meble,stoły,Bretford CR4500 Series Slim Rectangular Table,5821.165,1218.735,0.09,0.62,140.665,1045.905,5
22328,PL-2014-085945,41903,niski,8,41907,lotniczy standardowy,małe opakowanie,osoba fizyczna,północno-zachodni,lubuskie,Iłowa,35-756,K01185,artykuły biurowe,akcesoria piśmiennicze,Boston 1730 StandUp Electric Pencil Sharpener,588.525,74.83,0.08,0.59,31.465,3041.4825,9
22329,PL-2011-087671,40677,krytyczny,13,40678,lotniczy standardowy,małe pudełko,korporacja,południowy,śląskie,Czeladź,80-525,K00156,urządzenia techniczne,telefony,T60,3675.28,335.965,0.01,0.56,17.15,2498.58,5
